snr_db,ber_oracle_mmse,ber_exact_mmse,ber_ldl,se_oracle_mmse,se_exact_mmse,se_ldl,recon_error
0.0,0.0008980887276785714,0.25739978608630953,0.25852167038690477,90.18703258254283,31.899709423732393,31.96332000237906,0.003934588381998212
5.0,0.0,0.10414922805059523,0.10551815941220238,116.38278818024074,54.80172035152594,54.87591457877255,0.0039012208665956836
10.0,0.0,0.01038760230654762,0.010771251860119048,142.8384897633779,80.07083436537164,80.13857618730556,0.004014337710549402
15.0,0.0,2.0345052083333332e-05,1.743861607142857e-05,169.3601039127831,106.20167832530478,106.24010016418863,0.003975912094290308
20.0,0.0,0.0,0.0,195.89666736325142,132.66141180475375,132.5869672305527,0.00393940044056251
