snr_db,ber_cholesky,ber_ldl,ber_bj_baseline,ber_bj_npu_opt,se_cholesky,se_ldl,se_bj_baseline,se_bj_npu_opt,ber_gap_npu_vs_base,se_gap_npu_vs_base,time_ms_bj_baseline,time_ms_bj_npu_opt
0.0,0.48046875,0.4794921875,0.48046875,0.48046875,0.4933050299715715,0.4939793157549465,0.4933051513497602,0.4933051513497603,0.0,5.551115123125783e-17,0.18508562789065763,0.20145227608736604
10.0,0.421875,0.42236328125,0.421875,0.421875,7.365026370201024,7.385300445045199,7.365038628971658,7.365038628971661,0.0,2.6645352591003757e-15,0.17567478789715096,0.19799888104898855
20.0,0.2001953125,0.20263671875,0.2001953125,0.2001953125,40.30803736549562,40.37260151757109,40.30805863969795,40.30805863969796,0.0,1.4210854715202004e-14,0.18142470071325079,0.2044232896878384
