snr_db,ber_oracle_mmse,ber_exact_mmse,ber_ldl,se_oracle_mmse,se_exact_mmse,se_ldl,recon_error
10.0,0.0,0.010030110677083334,0.010030110677083334,142.76662576632026,79.98587899344328,79.98587899344328,1.1740632013438952e-16
