snr_db,ber_cholesky,ber_ldl,ber_bj_baseline,ber_bj_npu_opt,ber_bj_npu_opt_overlap,se_cholesky,se_ldl,se_bj_baseline,se_bj_npu_opt,se_bj_npu_opt_overlap,ber_gap_npu_vs_base,se_gap_npu_vs_base,ber_gap_npu_overlap_vs_npu,se_gap_npu_overlap_vs_npu,time_ms_bj_baseline,time_ms_bj_npu_opt,time_ms_bj_npu_opt_overlap,npu_gemm_calls_per_sample,npu_vector_calls_per_sample,npu_overlap_gemm_calls_per_sample,npu_overlap_vector_calls_per_sample
0.0,0.4846954345703125,0.4846649169921875,0.4846954345703125,0.4846954345703125,0.4846954345703125,0.5053921600245276,0.5062021195346865,0.5053927031348745,0.5053927031348747,0.5053927031348746,0.0,2.220446049250313e-16,0.0,-1.1102230246251565e-16,0.20693340991329023,0.2042568055458105,0.25136750593901525,14.0,36.0,18.0,38.0
5.0,0.45726776123046875,0.45722198486328125,0.4572601318359375,0.4572601318359375,0.4572601318359375,2.083842278193937,2.0890484293572085,2.0838454981163275,2.0838454981163275,2.083845498116327,0.0,0.0,0.0,-4.440892098500626e-16,0.17521508175377676,0.1982505128808043,0.23746736439989036,14.0,36.0,18.0,38.0
10.0,0.40352630615234375,0.40349578857421875,0.40352630615234375,0.40352630615234375,0.40352630615234375,7.5582140063458105,7.580198457965892,7.558227439293547,7.558227439293544,7.558227439293545,0.0,-2.6645352591003757e-15,0.0,8.881784197001252e-16,0.1802859669624013,0.19935759883082937,0.2385426922728584,14.0,36.0,18.0,38.0
15.0,0.32843017578125,0.32880401611328125,0.32843017578125,0.32843017578125,0.32843017578125,20.365981526999477,20.41657750794432,20.36601418944569,20.36601418944569,20.366014189445686,0.0,0.0,0.0,-3.552713678800501e-15,0.19320836656788742,0.19907342948499718,0.2437668563288753,14.0,36.0,18.0,38.0
20.0,0.19972991943359375,0.201019287109375,0.19972991943359375,0.19972991943359375,0.19972991943359375,40.380019073237385,40.45280574020523,40.38007241619023,40.38007241619026,40.38007241619024,0.0,2.842170943040401e-14,0.0,-2.1316282072803006e-14,0.17354100020838814,0.197531881553914,0.23516427256708994,14.0,36.0,18.0,38.0
