step_idx,layer_idx,operator_mode,major_step,event_key,onnx_op,compute_op,formula,formula_dims,compute_cycles,matched_events,matched_units
146,5,chol_block,TRSM_5_1,TRSM_DIV_5_1,Div,SCALAR_DIV,"L_{5,1} = A_{5,1}/L_{1,1}",2*2,4.00,CHOL_TRSM_DIV_5_1,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
147,5,chol_block,TRSM_5_2,TRSM_DIV_5_2,Div,SCALAR_DIV,"L_{5,2} = A_{5,2}/L_{2,2}",2*2,4.00,CHOL_TRSM_DIV_5_2,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
148,5,chol_block,TRSM_5_3,TRSM_DIV_5_3,Div,SCALAR_DIV,"L_{5,3} = A_{5,3}/L_{3,3}",2*2,4.00,CHOL_TRSM_DIV_5_3,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
149,5,chol_block,TRSM_5_4,TRSM_DIV_5_4,Div,SCALAR_DIV,"L_{5,4} = A_{5,4}/L_{4,4}",2*2,4.00,CHOL_TRSM_DIV_5_4,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
150,5,chol_block,TRSM_5_1,TRSM_NUM_UPD_5_1_0,SubMul,VECTOR_MAC,"A_{5,1} = A_{5,1} - L_{5,0}L_{1,0}",2,1.00,CHOL_TRSM_NUM_UPD_5_1_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
151,5,chol_block,TRSM_5_2,TRSM_NUM_UPD_5_2_0,SubMul,VECTOR_MAC,"A_{5,2} = A_{5,2} - L_{5,0}L_{2,0}",2,1.00,CHOL_TRSM_NUM_UPD_5_2_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
152,5,chol_block,TRSM_5_2,TRSM_NUM_UPD_5_2_1,SubMul,VECTOR_MAC,"A_{5,2} = A_{5,2} - L_{5,1}L_{2,1}",2,1.00,CHOL_TRSM_NUM_UPD_5_2_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
153,5,chol_block,TRSM_5_3,TRSM_NUM_UPD_5_3_0,SubMul,VECTOR_MAC,"A_{5,3} = A_{5,3} - L_{5,0}L_{3,0}",2,1.00,CHOL_TRSM_NUM_UPD_5_3_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
154,5,chol_block,TRSM_5_3,TRSM_NUM_UPD_5_3_1,SubMul,VECTOR_MAC,"A_{5,3} = A_{5,3} - L_{5,1}L_{3,1}",2,1.00,CHOL_TRSM_NUM_UPD_5_3_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
155,5,chol_block,TRSM_5_3,TRSM_NUM_UPD_5_3_2,SubMul,VECTOR_MAC,"A_{5,3} = A_{5,3} - L_{5,2}L_{3,2}",2,1.00,CHOL_TRSM_NUM_UPD_5_3_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
156,5,chol_block,TRSM_5_4,TRSM_NUM_UPD_5_4_0,SubMul,VECTOR_MAC,"A_{5,4} = A_{5,4} - L_{5,0}L_{4,0}",2,1.00,CHOL_TRSM_NUM_UPD_5_4_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
157,5,chol_block,TRSM_5_4,TRSM_NUM_UPD_5_4_1,SubMul,VECTOR_MAC,"A_{5,4} = A_{5,4} - L_{5,1}L_{4,1}",2,1.00,CHOL_TRSM_NUM_UPD_5_4_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
158,5,chol_block,TRSM_5_4,TRSM_NUM_UPD_5_4_2,SubMul,VECTOR_MAC,"A_{5,4} = A_{5,4} - L_{5,2}L_{4,2}",2,1.00,CHOL_TRSM_NUM_UPD_5_4_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
159,5,chol_block,TRSM_5_4,TRSM_NUM_UPD_5_4_3,SubMul,VECTOR_MAC,"A_{5,4} = A_{5,4} - L_{5,3}L_{4,3}",2,1.00,CHOL_TRSM_NUM_UPD_5_4_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
160,6,chol_block,FWD_COL_6,FWD_DIAG_INV_6,Div,SCALAR_DIV,"Y_{6} = 1/L_{6,6}",2*2,4.00,CHOL_FWD_DIAG_INV_6,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
161,6,chol_block,FWD_COL_0_ROW_6,FWD_OFF_MAC_6_0,SubMul,VECTOR_MAC,"T_{6,0} = Y_{6,:} - L_{6,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_6_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
162,6,chol_block,FWD_COL_1_ROW_6,FWD_OFF_MAC_6_1,SubMul,VECTOR_MAC,"T_{6,1} = Y_{6,:} - L_{6,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_6_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
163,6,chol_block,FWD_COL_2_ROW_6,FWD_OFF_MAC_6_2,SubMul,VECTOR_MAC,"T_{6,2} = Y_{6,:} - L_{6,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_6_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
164,6,chol_block,FWD_COL_3_ROW_6,FWD_OFF_MAC_6_3,SubMul,VECTOR_MAC,"T_{6,3} = Y_{6,:} - L_{6,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_6_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
165,6,chol_block,FWD_COL_4_ROW_6,FWD_OFF_MAC_6_4,SubMul,VECTOR_MAC,"T_{6,4} = Y_{6,:} - L_{6,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_6_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
166,6,chol_block,FWD_COL_5_ROW_6,FWD_OFF_MAC_6_5,SubMul,VECTOR_MAC,"T_{6,5} = Y_{6,:} - L_{6,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_6_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
167,6,chol_block,FWD_COL_0_ROW_6,FWD_OFF_UPD_6_0,Div,SCALAR_DIV,"Y_{6,0} = T_{6,0}/L_{6,6}",2*2,4.00,CHOL_FWD_OFF_UPD_6_0,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
168,6,chol_block,FWD_COL_1_ROW_6,FWD_OFF_UPD_6_1,Div,SCALAR_DIV,"Y_{6,1} = T_{6,1}/L_{6,6}",2*2,4.00,CHOL_FWD_OFF_UPD_6_1,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
169,6,chol_block,FWD_COL_2_ROW_6,FWD_OFF_UPD_6_2,Div,SCALAR_DIV,"Y_{6,2} = T_{6,2}/L_{6,6}",2*2,4.00,CHOL_FWD_OFF_UPD_6_2,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
170,6,chol_block,FWD_COL_3_ROW_6,FWD_OFF_UPD_6_3,Div,SCALAR_DIV,"Y_{6,3} = T_{6,3}/L_{6,6}",2*2,4.00,CHOL_FWD_OFF_UPD_6_3,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
171,6,chol_block,FWD_COL_4_ROW_6,FWD_OFF_UPD_6_4,Div,SCALAR_DIV,"Y_{6,4} = T_{6,4}/L_{6,6}",2*2,4.00,CHOL_FWD_OFF_UPD_6_4,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
172,6,chol_block,FWD_COL_5_ROW_6,FWD_OFF_UPD_6_5,Div,SCALAR_DIV,"Y_{6,5} = T_{6,5}/L_{6,6}",2*2,4.00,CHOL_FWD_OFF_UPD_6_5,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
173,6,chol_block,POTRF_DIAG_6,POTRF_DIAG_SQRT_6,Sqrt,SCALAR_SQRT,L_diag_6 = sqrt(A_diag_6),2*2,4.00,CHOL_POTRF_DIAG_SQRT_6,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
174,6,chol_block,POTRF_DIAG_A_6_6,POTRF_DIAG_UPD_6_0,SubMul,VECTOR_MAC,"A_{6,6} = A_{6,6} - L_{6,0}^2",2,1.00,CHOL_POTRF_DIAG_UPD_6_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
175,6,chol_block,POTRF_DIAG_A_6_6,POTRF_DIAG_UPD_6_1,SubMul,VECTOR_MAC,"A_{6,6} = A_{6,6} - L_{6,1}^2",2,1.00,CHOL_POTRF_DIAG_UPD_6_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
176,6,chol_block,POTRF_DIAG_A_6_6,POTRF_DIAG_UPD_6_2,SubMul,VECTOR_MAC,"A_{6,6} = A_{6,6} - L_{6,2}^2",2,1.00,CHOL_POTRF_DIAG_UPD_6_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
177,6,chol_block,POTRF_DIAG_A_6_6,POTRF_DIAG_UPD_6_3,SubMul,VECTOR_MAC,"A_{6,6} = A_{6,6} - L_{6,3}^2",2,1.00,CHOL_POTRF_DIAG_UPD_6_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
178,6,chol_block,POTRF_DIAG_A_6_6,POTRF_DIAG_UPD_6_4,SubMul,VECTOR_MAC,"A_{6,6} = A_{6,6} - L_{6,4}^2",2,1.00,CHOL_POTRF_DIAG_UPD_6_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
179,6,chol_block,POTRF_DIAG_A_6_6,POTRF_DIAG_UPD_6_5,SubMul,VECTOR_MAC,"A_{6,6} = A_{6,6} - L_{6,5}^2",2,1.00,CHOL_POTRF_DIAG_UPD_6_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
180,6,chol_block,RK_UPDATE_A_6_6,RK_UPDATE_6_6_0,SubMul,VECTOR_MAC,"A_{6,6} = A_{6,6} - L_{6,0}L_{6,0}",2,1.00,CHOL_RK_UPDATE_6_6_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
181,6,chol_block,RK_UPDATE_A_6_6,RK_UPDATE_6_6_1,SubMul,VECTOR_MAC,"A_{6,6} = A_{6,6} - L_{6,1}L_{6,1}",2,1.00,CHOL_RK_UPDATE_6_6_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
182,6,chol_block,RK_UPDATE_A_6_6,RK_UPDATE_6_6_2,SubMul,VECTOR_MAC,"A_{6,6} = A_{6,6} - L_{6,2}L_{6,2}",2,1.00,CHOL_RK_UPDATE_6_6_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
183,6,chol_block,RK_UPDATE_A_6_6,RK_UPDATE_6_6_3,SubMul,VECTOR_MAC,"A_{6,6} = A_{6,6} - L_{6,3}L_{6,3}",2,1.00,CHOL_RK_UPDATE_6_6_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
184,6,chol_block,RK_UPDATE_A_6_6,RK_UPDATE_6_6_4,SubMul,VECTOR_MAC,"A_{6,6} = A_{6,6} - L_{6,4}L_{6,4}",2,1.00,CHOL_RK_UPDATE_6_6_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
185,6,chol_block,RK_UPDATE_A_6_6,RK_UPDATE_6_6_5,SubMul,VECTOR_MAC,"A_{6,6} = A_{6,6} - L_{6,5}L_{6,5}",2,1.00,CHOL_RK_UPDATE_6_6_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
186,6,chol_block,RK_UPDATE_A_6_7,RK_UPDATE_6_7_0,SubMul,VECTOR_MAC,"A_{6,7} = A_{6,7} - L_{6,0}L_{7,0}",2,1.00,CHOL_RK_UPDATE_6_7_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
187,6,chol_block,RK_UPDATE_A_6_7,RK_UPDATE_6_7_1,SubMul,VECTOR_MAC,"A_{6,7} = A_{6,7} - L_{6,1}L_{7,1}",2,1.00,CHOL_RK_UPDATE_6_7_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
188,6,chol_block,RK_UPDATE_A_6_7,RK_UPDATE_6_7_2,SubMul,VECTOR_MAC,"A_{6,7} = A_{6,7} - L_{6,2}L_{7,2}",2,1.00,CHOL_RK_UPDATE_6_7_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
189,6,chol_block,RK_UPDATE_A_6_7,RK_UPDATE_6_7_3,SubMul,VECTOR_MAC,"A_{6,7} = A_{6,7} - L_{6,3}L_{7,3}",2,1.00,CHOL_RK_UPDATE_6_7_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
190,6,chol_block,RK_UPDATE_A_6_7,RK_UPDATE_6_7_4,SubMul,VECTOR_MAC,"A_{6,7} = A_{6,7} - L_{6,4}L_{7,4}",2,1.00,CHOL_RK_UPDATE_6_7_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
