major_idx,layer_idx,operator_mode,major_step,compute_ops,substep_count,major_cycle_sum,major_cycle_mean,major_cycle_max,major_cycle_min,substeps
38,2,chol_nb,RK_UPDATE_A_2_9,VECTOR_MAC,2,2.00,1.00,1.00,1.00,RK_UPDATE_2_9_0|RK_UPDATE_2_9_1
39,2,chol_nb,TRSM_2_0,VECTOR_MUL,1,1.00,1.00,1.00,1.00,TRSM_MUL_2_0
40,2,chol_nb,TRSM_2_1,VECTOR_MAC|VECTOR_MUL,2,2.00,1.00,1.00,1.00,TRSM_MUL_2_1|TRSM_NUM_UPD_2_1_0
41,2,chol_nb,TRSM_DIAG_2,SCALAR_DIV,1,4.00,4.00,4.00,4.00,TRSM_DIAG_INV_2
42,3,chol_nb,POTRF_DIAG_3,SCALAR_SQRT,1,4.00,4.00,4.00,4.00,POTRF_DIAG_SQRT_3
43,3,chol_nb,POTRF_DIAG_A_3_3,VECTOR_MAC,3,3.00,1.00,1.00,1.00,POTRF_DIAG_UPD_3_0|POTRF_DIAG_UPD_3_1|POTRF_DIAG_UPD_3_2
44,3,chol_nb,RK_UPDATE_A_3_10,VECTOR_MAC,3,3.00,1.00,1.00,1.00,RK_UPDATE_3_10_0|RK_UPDATE_3_10_1|RK_UPDATE_3_10_2
45,3,chol_nb,RK_UPDATE_A_3_11,VECTOR_MAC,3,3.00,1.00,1.00,1.00,RK_UPDATE_3_11_0|RK_UPDATE_3_11_1|RK_UPDATE_3_11_2
46,3,chol_nb,RK_UPDATE_A_3_12,VECTOR_MAC,3,3.00,1.00,1.00,1.00,RK_UPDATE_3_12_0|RK_UPDATE_3_12_1|RK_UPDATE_3_12_2
47,3,chol_nb,RK_UPDATE_A_3_13,VECTOR_MAC,3,3.00,1.00,1.00,1.00,RK_UPDATE_3_13_0|RK_UPDATE_3_13_1|RK_UPDATE_3_13_2
48,3,chol_nb,RK_UPDATE_A_3_14,VECTOR_MAC,3,3.00,1.00,1.00,1.00,RK_UPDATE_3_14_0|RK_UPDATE_3_14_1|RK_UPDATE_3_14_2
49,3,chol_nb,RK_UPDATE_A_3_15,VECTOR_MAC,3,3.00,1.00,1.00,1.00,RK_UPDATE_3_15_0|RK_UPDATE_3_15_1|RK_UPDATE_3_15_2
50,3,chol_nb,RK_UPDATE_A_3_3,VECTOR_MAC,3,3.00,1.00,1.00,1.00,RK_UPDATE_3_3_0|RK_UPDATE_3_3_1|RK_UPDATE_3_3_2
51,3,chol_nb,RK_UPDATE_A_3_4,VECTOR_MAC,3,3.00,1.00,1.00,1.00,RK_UPDATE_3_4_0|RK_UPDATE_3_4_1|RK_UPDATE_3_4_2
52,3,chol_nb,RK_UPDATE_A_3_5,VECTOR_MAC,3,3.00,1.00,1.00,1.00,RK_UPDATE_3_5_0|RK_UPDATE_3_5_1|RK_UPDATE_3_5_2
53,3,chol_nb,RK_UPDATE_A_3_6,VECTOR_MAC,3,3.00,1.00,1.00,1.00,RK_UPDATE_3_6_0|RK_UPDATE_3_6_1|RK_UPDATE_3_6_2
54,3,chol_nb,RK_UPDATE_A_3_7,VECTOR_MAC,3,3.00,1.00,1.00,1.00,RK_UPDATE_3_7_0|RK_UPDATE_3_7_1|RK_UPDATE_3_7_2
55,3,chol_nb,RK_UPDATE_A_3_8,VECTOR_MAC,3,3.00,1.00,1.00,1.00,RK_UPDATE_3_8_0|RK_UPDATE_3_8_1|RK_UPDATE_3_8_2
56,3,chol_nb,RK_UPDATE_A_3_9,VECTOR_MAC,3,3.00,1.00,1.00,1.00,RK_UPDATE_3_9_0|RK_UPDATE_3_9_1|RK_UPDATE_3_9_2
57,3,chol_nb,TRSM_3_0,VECTOR_MUL,1,1.00,1.00,1.00,1.00,TRSM_MUL_3_0
58,3,chol_nb,TRSM_3_1,VECTOR_MAC|VECTOR_MUL,2,2.00,1.00,1.00,1.00,TRSM_MUL_3_1|TRSM_NUM_UPD_3_1_0
59,3,chol_nb,TRSM_3_2,VECTOR_MAC|VECTOR_MUL,3,3.00,1.00,1.00,1.00,TRSM_MUL_3_2|TRSM_NUM_UPD_3_2_0|TRSM_NUM_UPD_3_2_1
60,3,chol_nb,TRSM_DIAG_3,SCALAR_DIV,1,4.00,4.00,4.00,4.00,TRSM_DIAG_INV_3
61,4,chol_nb,POTRF_DIAG_4,SCALAR_SQRT,1,4.00,4.00,4.00,4.00,POTRF_DIAG_SQRT_4
62,4,chol_nb,POTRF_DIAG_A_4_4,VECTOR_MAC,4,4.00,1.00,1.00,1.00,POTRF_DIAG_UPD_4_0|POTRF_DIAG_UPD_4_1|POTRF_DIAG_UPD_4_2|POTRF_DIAG_UPD_4_3
63,4,chol_nb,RK_UPDATE_A_4_10,VECTOR_MAC,4,4.00,1.00,1.00,1.00,RK_UPDATE_4_10_0|RK_UPDATE_4_10_1|RK_UPDATE_4_10_2|RK_UPDATE_4_10_3
64,4,chol_nb,RK_UPDATE_A_4_11,VECTOR_MAC,4,4.00,1.00,1.00,1.00,RK_UPDATE_4_11_0|RK_UPDATE_4_11_1|RK_UPDATE_4_11_2|RK_UPDATE_4_11_3
65,4,chol_nb,RK_UPDATE_A_4_12,VECTOR_MAC,4,4.00,1.00,1.00,1.00,RK_UPDATE_4_12_0|RK_UPDATE_4_12_1|RK_UPDATE_4_12_2|RK_UPDATE_4_12_3
66,4,chol_nb,RK_UPDATE_A_4_13,VECTOR_MAC,4,4.00,1.00,1.00,1.00,RK_UPDATE_4_13_0|RK_UPDATE_4_13_1|RK_UPDATE_4_13_2|RK_UPDATE_4_13_3
67,4,chol_nb,RK_UPDATE_A_4_14,VECTOR_MAC,4,4.00,1.00,1.00,1.00,RK_UPDATE_4_14_0|RK_UPDATE_4_14_1|RK_UPDATE_4_14_2|RK_UPDATE_4_14_3
68,4,chol_nb,RK_UPDATE_A_4_15,VECTOR_MAC,4,4.00,1.00,1.00,1.00,RK_UPDATE_4_15_0|RK_UPDATE_4_15_1|RK_UPDATE_4_15_2|RK_UPDATE_4_15_3
69,4,chol_nb,RK_UPDATE_A_4_4,VECTOR_MAC,4,4.00,1.00,1.00,1.00,RK_UPDATE_4_4_0|RK_UPDATE_4_4_1|RK_UPDATE_4_4_2|RK_UPDATE_4_4_3
70,4,chol_nb,RK_UPDATE_A_4_5,VECTOR_MAC,4,4.00,1.00,1.00,1.00,RK_UPDATE_4_5_0|RK_UPDATE_4_5_1|RK_UPDATE_4_5_2|RK_UPDATE_4_5_3
71,4,chol_nb,RK_UPDATE_A_4_6,VECTOR_MAC,4,4.00,1.00,1.00,1.00,RK_UPDATE_4_6_0|RK_UPDATE_4_6_1|RK_UPDATE_4_6_2|RK_UPDATE_4_6_3
72,4,chol_nb,RK_UPDATE_A_4_7,VECTOR_MAC,4,4.00,1.00,1.00,1.00,RK_UPDATE_4_7_0|RK_UPDATE_4_7_1|RK_UPDATE_4_7_2|RK_UPDATE_4_7_3
73,4,chol_nb,RK_UPDATE_A_4_8,VECTOR_MAC,4,4.00,1.00,1.00,1.00,RK_UPDATE_4_8_0|RK_UPDATE_4_8_1|RK_UPDATE_4_8_2|RK_UPDATE_4_8_3
74,4,chol_nb,RK_UPDATE_A_4_9,VECTOR_MAC,4,4.00,1.00,1.00,1.00,RK_UPDATE_4_9_0|RK_UPDATE_4_9_1|RK_UPDATE_4_9_2|RK_UPDATE_4_9_3
75,4,chol_nb,TRSM_4_0,VECTOR_MUL,1,1.00,1.00,1.00,1.00,TRSM_MUL_4_0
76,4,chol_nb,TRSM_4_1,VECTOR_MAC|VECTOR_MUL,2,2.00,1.00,1.00,1.00,TRSM_MUL_4_1|TRSM_NUM_UPD_4_1_0
77,4,chol_nb,TRSM_4_2,VECTOR_MAC|VECTOR_MUL,3,3.00,1.00,1.00,1.00,TRSM_MUL_4_2|TRSM_NUM_UPD_4_2_0|TRSM_NUM_UPD_4_2_1
78,4,chol_nb,TRSM_4_3,VECTOR_MAC|VECTOR_MUL,4,4.00,1.00,1.00,1.00,TRSM_MUL_4_3|TRSM_NUM_UPD_4_3_0|TRSM_NUM_UPD_4_3_1|TRSM_NUM_UPD_4_3_2
79,4,chol_nb,TRSM_DIAG_4,SCALAR_DIV,1,4.00,4.00,4.00,4.00,TRSM_DIAG_INV_4
80,5,chol_nb,POTRF_DIAG_5,SCALAR_SQRT,1,4.00,4.00,4.00,4.00,POTRF_DIAG_SQRT_5
81,5,chol_nb,POTRF_DIAG_A_5_5,VECTOR_MAC,5,5.00,1.00,1.00,1.00,POTRF_DIAG_UPD_5_0|POTRF_DIAG_UPD_5_1|POTRF_DIAG_UPD_5_2|POTRF_DIAG_UPD_5_3|POTRF_DIAG_UPD_5_4
82,5,chol_nb,RK_UPDATE_A_5_10,VECTOR_MAC,5,5.00,1.00,1.00,1.00,RK_UPDATE_5_10_0|RK_UPDATE_5_10_1|RK_UPDATE_5_10_2|RK_UPDATE_5_10_3|RK_UPDATE_5_10_4
83,5,chol_nb,RK_UPDATE_A_5_11,VECTOR_MAC,5,5.00,1.00,1.00,1.00,RK_UPDATE_5_11_0|RK_UPDATE_5_11_1|RK_UPDATE_5_11_2|RK_UPDATE_5_11_3|RK_UPDATE_5_11_4
84,5,chol_nb,RK_UPDATE_A_5_12,VECTOR_MAC,5,5.00,1.00,1.00,1.00,RK_UPDATE_5_12_0|RK_UPDATE_5_12_1|RK_UPDATE_5_12_2|RK_UPDATE_5_12_3|RK_UPDATE_5_12_4
85,5,chol_nb,RK_UPDATE_A_5_13,VECTOR_MAC,5,5.00,1.00,1.00,1.00,RK_UPDATE_5_13_0|RK_UPDATE_5_13_1|RK_UPDATE_5_13_2|RK_UPDATE_5_13_3|RK_UPDATE_5_13_4
86,5,chol_nb,RK_UPDATE_A_5_14,VECTOR_MAC,5,5.00,1.00,1.00,1.00,RK_UPDATE_5_14_0|RK_UPDATE_5_14_1|RK_UPDATE_5_14_2|RK_UPDATE_5_14_3|RK_UPDATE_5_14_4
87,5,chol_nb,RK_UPDATE_A_5_15,VECTOR_MAC,5,5.00,1.00,1.00,1.00,RK_UPDATE_5_15_0|RK_UPDATE_5_15_1|RK_UPDATE_5_15_2|RK_UPDATE_5_15_3|RK_UPDATE_5_15_4
88,5,chol_nb,RK_UPDATE_A_5_5,VECTOR_MAC,5,5.00,1.00,1.00,1.00,RK_UPDATE_5_5_0|RK_UPDATE_5_5_1|RK_UPDATE_5_5_2|RK_UPDATE_5_5_3|RK_UPDATE_5_5_4
89,5,chol_nb,RK_UPDATE_A_5_6,VECTOR_MAC,5,5.00,1.00,1.00,1.00,RK_UPDATE_5_6_0|RK_UPDATE_5_6_1|RK_UPDATE_5_6_2|RK_UPDATE_5_6_3|RK_UPDATE_5_6_4
90,5,chol_nb,RK_UPDATE_A_5_7,VECTOR_MAC,5,5.00,1.00,1.00,1.00,RK_UPDATE_5_7_0|RK_UPDATE_5_7_1|RK_UPDATE_5_7_2|RK_UPDATE_5_7_3|RK_UPDATE_5_7_4
91,5,chol_nb,RK_UPDATE_A_5_8,VECTOR_MAC,5,5.00,1.00,1.00,1.00,RK_UPDATE_5_8_0|RK_UPDATE_5_8_1|RK_UPDATE_5_8_2|RK_UPDATE_5_8_3|RK_UPDATE_5_8_4
92,5,chol_nb,RK_UPDATE_A_5_9,VECTOR_MAC,5,5.00,1.00,1.00,1.00,RK_UPDATE_5_9_0|RK_UPDATE_5_9_1|RK_UPDATE_5_9_2|RK_UPDATE_5_9_3|RK_UPDATE_5_9_4
93,5,chol_nb,TRSM_5_0,VECTOR_MUL,1,1.00,1.00,1.00,1.00,TRSM_MUL_5_0
94,5,chol_nb,TRSM_5_1,VECTOR_MAC|VECTOR_MUL,2,2.00,1.00,1.00,1.00,TRSM_MUL_5_1|TRSM_NUM_UPD_5_1_0
95,5,chol_nb,TRSM_5_2,VECTOR_MAC|VECTOR_MUL,3,3.00,1.00,1.00,1.00,TRSM_MUL_5_2|TRSM_NUM_UPD_5_2_0|TRSM_NUM_UPD_5_2_1
96,5,chol_nb,TRSM_5_3,VECTOR_MAC|VECTOR_MUL,4,4.00,1.00,1.00,1.00,TRSM_MUL_5_3|TRSM_NUM_UPD_5_3_0|TRSM_NUM_UPD_5_3_1|TRSM_NUM_UPD_5_3_2
97,5,chol_nb,TRSM_5_4,VECTOR_MAC|VECTOR_MUL,5,5.00,1.00,1.00,1.00,TRSM_MUL_5_4|TRSM_NUM_UPD_5_4_0|TRSM_NUM_UPD_5_4_1|TRSM_NUM_UPD_5_4_2|TRSM_NUM_UPD_5_4_3
98,5,chol_nb,TRSM_DIAG_5,SCALAR_DIV,1,4.00,4.00,4.00,4.00,TRSM_DIAG_INV_5
99,6,chol_nb,POTRF_DIAG_6,SCALAR_SQRT,1,4.00,4.00,4.00,4.00,POTRF_DIAG_SQRT_6
100,6,chol_nb,POTRF_DIAG_A_6_6,VECTOR_MAC,6,6.00,1.00,1.00,1.00,POTRF_DIAG_UPD_6_0|POTRF_DIAG_UPD_6_1|POTRF_DIAG_UPD_6_2|POTRF_DIAG_UPD_6_3|POTRF_DIAG_UPD_6_4|POTRF_DIAG_UPD_6_5
101,6,chol_nb,RK_UPDATE_A_6_10,VECTOR_MAC,6,6.00,1.00,1.00,1.00,RK_UPDATE_6_10_0|RK_UPDATE_6_10_1|RK_UPDATE_6_10_2|RK_UPDATE_6_10_3|RK_UPDATE_6_10_4|RK_UPDATE_6_10_5
102,6,chol_nb,RK_UPDATE_A_6_11,VECTOR_MAC,6,6.00,1.00,1.00,1.00,RK_UPDATE_6_11_0|RK_UPDATE_6_11_1|RK_UPDATE_6_11_2|RK_UPDATE_6_11_3|RK_UPDATE_6_11_4|RK_UPDATE_6_11_5
103,6,chol_nb,RK_UPDATE_A_6_12,VECTOR_MAC,6,6.00,1.00,1.00,1.00,RK_UPDATE_6_12_0|RK_UPDATE_6_12_1|RK_UPDATE_6_12_2|RK_UPDATE_6_12_3|RK_UPDATE_6_12_4|RK_UPDATE_6_12_5
104,6,chol_nb,RK_UPDATE_A_6_13,VECTOR_MAC,6,6.00,1.00,1.00,1.00,RK_UPDATE_6_13_0|RK_UPDATE_6_13_1|RK_UPDATE_6_13_2|RK_UPDATE_6_13_3|RK_UPDATE_6_13_4|RK_UPDATE_6_13_5
105,6,chol_nb,RK_UPDATE_A_6_14,VECTOR_MAC,6,6.00,1.00,1.00,1.00,RK_UPDATE_6_14_0|RK_UPDATE_6_14_1|RK_UPDATE_6_14_2|RK_UPDATE_6_14_3|RK_UPDATE_6_14_4|RK_UPDATE_6_14_5
106,6,chol_nb,RK_UPDATE_A_6_15,VECTOR_MAC,6,6.00,1.00,1.00,1.00,RK_UPDATE_6_15_0|RK_UPDATE_6_15_1|RK_UPDATE_6_15_2|RK_UPDATE_6_15_3|RK_UPDATE_6_15_4|RK_UPDATE_6_15_5
107,6,chol_nb,RK_UPDATE_A_6_6,VECTOR_MAC,6,6.00,1.00,1.00,1.00,RK_UPDATE_6_6_0|RK_UPDATE_6_6_1|RK_UPDATE_6_6_2|RK_UPDATE_6_6_3|RK_UPDATE_6_6_4|RK_UPDATE_6_6_5
108,6,chol_nb,RK_UPDATE_A_6_7,VECTOR_MAC,6,6.00,1.00,1.00,1.00,RK_UPDATE_6_7_0|RK_UPDATE_6_7_1|RK_UPDATE_6_7_2|RK_UPDATE_6_7_3|RK_UPDATE_6_7_4|RK_UPDATE_6_7_5
109,6,chol_nb,RK_UPDATE_A_6_8,VECTOR_MAC,6,6.00,1.00,1.00,1.00,RK_UPDATE_6_8_0|RK_UPDATE_6_8_1|RK_UPDATE_6_8_2|RK_UPDATE_6_8_3|RK_UPDATE_6_8_4|RK_UPDATE_6_8_5
110,6,chol_nb,RK_UPDATE_A_6_9,VECTOR_MAC,6,6.00,1.00,1.00,1.00,RK_UPDATE_6_9_0|RK_UPDATE_6_9_1|RK_UPDATE_6_9_2|RK_UPDATE_6_9_3|RK_UPDATE_6_9_4|RK_UPDATE_6_9_5
111,6,chol_nb,TRSM_6_0,VECTOR_MUL,1,1.00,1.00,1.00,1.00,TRSM_MUL_6_0
112,6,chol_nb,TRSM_6_1,VECTOR_MAC|VECTOR_MUL,2,2.00,1.00,1.00,1.00,TRSM_MUL_6_1|TRSM_NUM_UPD_6_1_0
113,6,chol_nb,TRSM_6_2,VECTOR_MAC|VECTOR_MUL,3,3.00,1.00,1.00,1.00,TRSM_MUL_6_2|TRSM_NUM_UPD_6_2_0|TRSM_NUM_UPD_6_2_1
114,6,chol_nb,TRSM_6_3,VECTOR_MAC|VECTOR_MUL,4,4.00,1.00,1.00,1.00,TRSM_MUL_6_3|TRSM_NUM_UPD_6_3_0|TRSM_NUM_UPD_6_3_1|TRSM_NUM_UPD_6_3_2
115,6,chol_nb,TRSM_6_4,VECTOR_MAC|VECTOR_MUL,5,5.00,1.00,1.00,1.00,TRSM_MUL_6_4|TRSM_NUM_UPD_6_4_0|TRSM_NUM_UPD_6_4_1|TRSM_NUM_UPD_6_4_2|TRSM_NUM_UPD_6_4_3
