step_idx,layer_idx,operator_mode,major_step,event_key,onnx_op,compute_op,formula,formula_dims,compute_cycles,matched_events,matched_units
80,4,ldl_block,D_BLOCK_4,D_UPDATE_4,SubMul,VECTOR_MAC,"D_{4} = A_{4,4} - L D L^T",2*16*2,1.00,LDL_D_UPDATE_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
81,4,ldl_block,L_UPDATE_4_1,L_UPDATE_4_1_PACK2,MatMul,MATMUL,"L_{4,1} = A_{4,1} @ Dinv_{1}",4*4*4*4,32.00,LDL_L_UPDATE_4_1_PACK2,Core0_Cube|Core10_Cube|Core11_Cube|Core12_Cube|Core13_Cube|Core14_Cube|Core15_Cube|Core16_Cube|Core17_Cube|Core18_Cube|Core19_Cube|Core1_Cube|Core20_Cube|Core21_Cube|Core22_Cube|Core23_Cube|Core2_Cube|Core3_Cube|Core4_Cube|Core5_Cube|Core6_Cube|Core7_Cube|Core8_Cube|Core9_Cube
82,4,ldl_block,L_UPDATE_4_3,L_UPDATE_4_3_PACK2,MatMul,MATMUL,"L_{4,3} = A_{4,3} @ Dinv_{3}",4*4*4*4,32.00,LDL_L_UPDATE_4_3_PACK2,Core0_Cube|Core10_Cube|Core11_Cube|Core12_Cube|Core13_Cube|Core14_Cube|Core15_Cube|Core16_Cube|Core17_Cube|Core18_Cube|Core19_Cube|Core1_Cube|Core20_Cube|Core21_Cube|Core22_Cube|Core23_Cube|Core2_Cube|Core3_Cube|Core4_Cube|Core5_Cube|Core6_Cube|Core7_Cube|Core8_Cube|Core9_Cube
83,5,ldl_block,BWD_DIAG_5,BWD_DIAG_ACC_5_0,Add,VECTOR_ADD,"X_{5,5}^0 = Dinv + T_{5,5}^0",2*2,1.00,LDL_BWD_DIAG_ACC_5_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
84,5,ldl_block,BWD_DIAG_5,BWD_DIAG_MUL_5_0,MatMul,MATMUL,"T_{5,5}^0 = L @ X",2*(U-6*2)*2,1.00,LDL_BWD_DIAG_MUL_5_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
85,5,ldl_block,BWD_OFF_5_6,BWD_OFF_ACC_5_6_0,Add,VECTOR_ADD,"X_{5,6}^0 = X_{5,6} + T_{5,6}^0",2*2,1.00,LDL_BWD_OFF_ACC_5_6_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
86,5,ldl_block,BWD_OFF_5_7,BWD_OFF_ACC_5_7_0,Add,VECTOR_ADD,"X_{5,7}^0 = X_{5,7} + T_{5,7}^0",2*2,1.00,LDL_BWD_OFF_ACC_5_7_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
87,5,ldl_block,BWD_OFF_5_6,BWD_OFF_MUL_5_6_0,MatMul,MATMUL,"T_{5,6}^0 = L @ X",2*(U-6*2)*2,1.00,LDL_BWD_OFF_MUL_5_6_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
88,5,ldl_block,BWD_OFF_5_7,BWD_OFF_MUL_5_7_0,MatMul,MATMUL,"T_{5,7}^0 = L @ X",2*(U-6*2)*2,1.00,LDL_BWD_OFF_MUL_5_7_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
89,5,ldl_block,D_BLOCK_5,D_DIAG_INV_5,Div,SCALAR_DIV,Dinv_{5} = 1 / D_{5},2*2,4.00,LDL_D_DIAG_INV_5,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
90,5,ldl_block,D_BLOCK_5,D_INV_MUL_5,Mul,VECTOR_MUL,DinvBlk_{5} = D_{5} * Dinv_{5},2*2,1.00,LDL_D_INV_MUL_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
91,5,ldl_block,D_BLOCK_5,D_UPDATE_5,SubMul,VECTOR_MAC,"D_{5} = A_{5,5} - L D L^T",2*16*2,1.00,LDL_D_UPDATE_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
92,5,ldl_block,L_UPDATE_5_0,L_UPDATE_5_0_PACK2,MatMul,MATMUL,"L_{5,0} = A_{5,0} @ Dinv_{0}",4*4*4*4,32.00,LDL_L_UPDATE_5_0_PACK2,Core0_Cube|Core10_Cube|Core11_Cube|Core12_Cube|Core13_Cube|Core14_Cube|Core15_Cube|Core16_Cube|Core17_Cube|Core18_Cube|Core19_Cube|Core1_Cube|Core20_Cube|Core21_Cube|Core22_Cube|Core23_Cube|Core2_Cube|Core3_Cube|Core4_Cube|Core5_Cube|Core6_Cube|Core7_Cube|Core8_Cube|Core9_Cube
93,5,ldl_block,L_UPDATE_5_2,L_UPDATE_5_2_PACK2,MatMul,MATMUL,"L_{5,2} = A_{5,2} @ Dinv_{2}",4*4*4*4,32.00,LDL_L_UPDATE_5_2_PACK2,Core0_Cube|Core10_Cube|Core11_Cube|Core12_Cube|Core13_Cube|Core14_Cube|Core15_Cube|Core16_Cube|Core17_Cube|Core18_Cube|Core19_Cube|Core1_Cube|Core20_Cube|Core21_Cube|Core22_Cube|Core23_Cube|Core2_Cube|Core3_Cube|Core4_Cube|Core5_Cube|Core6_Cube|Core7_Cube|Core8_Cube|Core9_Cube
94,5,ldl_block,L_UPDATE_5_4,L_UPDATE_5_4_PACK2,MatMul,MATMUL,"L_{5,4} = A_{5,4} @ Dinv_{4}",4*4*4*4,32.00,LDL_L_UPDATE_5_4_PACK2,Core0_Cube|Core10_Cube|Core11_Cube|Core12_Cube|Core13_Cube|Core14_Cube|Core15_Cube|Core16_Cube|Core17_Cube|Core18_Cube|Core19_Cube|Core1_Cube|Core20_Cube|Core21_Cube|Core22_Cube|Core23_Cube|Core2_Cube|Core3_Cube|Core4_Cube|Core5_Cube|Core6_Cube|Core7_Cube|Core8_Cube|Core9_Cube
95,6,ldl_block,BWD_DIAG_6,BWD_DIAG_ACC_6_0,Add,VECTOR_ADD,"X_{6,6}^0 = Dinv + T_{6,6}^0",2*2,1.00,LDL_BWD_DIAG_ACC_6_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
96,6,ldl_block,BWD_DIAG_6,BWD_DIAG_MUL_6_0,MatMul,MATMUL,"T_{6,6}^0 = L @ X",2*(U-7*2)*2,1.00,LDL_BWD_DIAG_MUL_6_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
97,6,ldl_block,BWD_OFF_6_7,BWD_OFF_ACC_6_7_0,Add,VECTOR_ADD,"X_{6,7}^0 = X_{6,7} + T_{6,7}^0",2*2,1.00,LDL_BWD_OFF_ACC_6_7_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
98,6,ldl_block,BWD_OFF_6_7,BWD_OFF_MUL_6_7_0,MatMul,MATMUL,"T_{6,7}^0 = L @ X",2*(U-7*2)*2,1.00,LDL_BWD_OFF_MUL_6_7_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
99,6,ldl_block,D_BLOCK_6,D_DIAG_INV_6,Div,SCALAR_DIV,Dinv_{6} = 1 / D_{6},2*2,4.00,LDL_D_DIAG_INV_6,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
100,6,ldl_block,D_BLOCK_6,D_INV_MUL_6,Mul,VECTOR_MUL,DinvBlk_{6} = D_{6} * Dinv_{6},2*2,1.00,LDL_D_INV_MUL_6,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
101,6,ldl_block,D_BLOCK_6,D_UPDATE_6,SubMul,VECTOR_MAC,"D_{6} = A_{6,6} - L D L^T",2*16*2,1.00,LDL_D_UPDATE_6,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
102,6,ldl_block,L_UPDATE_6_1,L_UPDATE_6_1_PACK2,MatMul,MATMUL,"L_{6,1} = A_{6,1} @ Dinv_{1}",4*4*4*4,32.00,LDL_L_UPDATE_6_1_PACK2,Core0_Cube|Core10_Cube|Core11_Cube|Core12_Cube|Core13_Cube|Core14_Cube|Core15_Cube|Core16_Cube|Core17_Cube|Core18_Cube|Core19_Cube|Core1_Cube|Core20_Cube|Core21_Cube|Core22_Cube|Core23_Cube|Core2_Cube|Core3_Cube|Core4_Cube|Core5_Cube|Core6_Cube|Core7_Cube|Core8_Cube|Core9_Cube
103,6,ldl_block,L_UPDATE_6_3,L_UPDATE_6_3_PACK2,MatMul,MATMUL,"L_{6,3} = A_{6,3} @ Dinv_{3}",4*4*4*4,32.00,LDL_L_UPDATE_6_3_PACK2,Core0_Cube|Core10_Cube|Core11_Cube|Core12_Cube|Core13_Cube|Core14_Cube|Core15_Cube|Core16_Cube|Core17_Cube|Core18_Cube|Core19_Cube|Core1_Cube|Core20_Cube|Core21_Cube|Core22_Cube|Core23_Cube|Core2_Cube|Core3_Cube|Core4_Cube|Core5_Cube|Core6_Cube|Core7_Cube|Core8_Cube|Core9_Cube
104,6,ldl_block,L_UPDATE_6_5,L_UPDATE_6_5_PACK2,MatMul,MATMUL,"L_{6,5} = A_{6,5} @ Dinv_{5}",4*4*4*4,32.00,LDL_L_UPDATE_6_5_PACK2,Core0_Cube|Core10_Cube|Core11_Cube|Core12_Cube|Core13_Cube|Core14_Cube|Core15_Cube|Core16_Cube|Core17_Cube|Core18_Cube|Core19_Cube|Core1_Cube|Core20_Cube|Core21_Cube|Core22_Cube|Core23_Cube|Core2_Cube|Core3_Cube|Core4_Cube|Core5_Cube|Core6_Cube|Core7_Cube|Core8_Cube|Core9_Cube
105,7,ldl_block,D_BLOCK_7,D_DIAG_INV_7,Div,SCALAR_DIV,Dinv_{7} = 1 / D_{7},2*2,4.00,LDL_D_DIAG_INV_7,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
106,7,ldl_block,D_BLOCK_7,D_INV_MUL_7,Mul,VECTOR_MUL,DinvBlk_{7} = D_{7} * Dinv_{7},2*2,1.00,LDL_D_INV_MUL_7,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
107,7,ldl_block,D_BLOCK_7,D_UPDATE_7,SubMul,VECTOR_MAC,"D_{7} = A_{7,7} - L D L^T",2*16*2,1.00,LDL_D_UPDATE_7,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
108,7,ldl_block,L_UPDATE_7_0,L_UPDATE_7_0_PACK1,MatMul,MATMUL,"L_{7,0} = A_{7,0} @ Dinv_{0}",2*2*2*2,1.00,LDL_L_UPDATE_7_0_PACK1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
109,7,ldl_block,L_UPDATE_7_2,L_UPDATE_7_2_PACK1,MatMul,MATMUL,"L_{7,2} = A_{7,2} @ Dinv_{2}",2*2*2*2,1.00,LDL_L_UPDATE_7_2_PACK1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
110,7,ldl_block,L_UPDATE_7_4,L_UPDATE_7_4_PACK1,MatMul,MATMUL,"L_{7,4} = A_{7,4} @ Dinv_{4}",2*2*2*2,1.00,LDL_L_UPDATE_7_4_PACK1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
111,7,ldl_block,L_UPDATE_7_6,L_UPDATE_7_6_PACK1,MatMul,MATMUL,"L_{7,6} = A_{7,6} @ Dinv_{6}",2*2*2*2,1.00,LDL_L_UPDATE_7_6_PACK1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
