major_idx,layer_idx,operator_mode,major_step,compute_ops,substep_count,major_cycle_sum,major_cycle_mean,major_cycle_max,major_cycle_min,substeps
157,9,ldl_noblock,BWD_OFF_9_11,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_9_11_0|BWD_OFF_MUL_9_11_0
158,9,ldl_noblock,BWD_OFF_9_12,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_9_12_0|BWD_OFF_MUL_9_12_0
159,9,ldl_noblock,BWD_OFF_9_13,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_9_13_0|BWD_OFF_MUL_9_13_0
160,9,ldl_noblock,BWD_OFF_9_14,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_9_14_0|BWD_OFF_MUL_9_14_0
161,9,ldl_noblock,BWD_OFF_9_15,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_9_15_0|BWD_OFF_MUL_9_15_0
162,9,ldl_noblock,D_BLOCK_9,SCALAR_DIV|VECTOR_MAC|VECTOR_MUL,3,6.00,2.00,4.00,1.00,D_DIAG_INV_9|D_INV_MUL_9|D_UPDATE_9
163,9,ldl_noblock,L_UPDATE_9_0,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_9_0_PACK1
164,9,ldl_noblock,L_UPDATE_9_1,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_9_1_PACK1
165,9,ldl_noblock,L_UPDATE_9_2,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_9_2_PACK1
166,9,ldl_noblock,L_UPDATE_9_3,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_9_3_PACK1
167,9,ldl_noblock,L_UPDATE_9_4,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_9_4_PACK1
168,9,ldl_noblock,L_UPDATE_9_5,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_9_5_PACK1
169,9,ldl_noblock,L_UPDATE_9_6,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_9_6_PACK1
170,9,ldl_noblock,L_UPDATE_9_7,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_9_7_PACK1
171,9,ldl_noblock,L_UPDATE_9_8,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_9_8_PACK1
172,10,ldl_noblock,BWD_DIAG_10,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_DIAG_ACC_10_0|BWD_DIAG_MUL_10_0
173,10,ldl_noblock,BWD_OFF_10_11,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_10_11_0|BWD_OFF_MUL_10_11_0
174,10,ldl_noblock,BWD_OFF_10_12,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_10_12_0|BWD_OFF_MUL_10_12_0
175,10,ldl_noblock,BWD_OFF_10_13,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_10_13_0|BWD_OFF_MUL_10_13_0
176,10,ldl_noblock,BWD_OFF_10_14,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_10_14_0|BWD_OFF_MUL_10_14_0
177,10,ldl_noblock,BWD_OFF_10_15,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_10_15_0|BWD_OFF_MUL_10_15_0
178,10,ldl_noblock,D_BLOCK_10,SCALAR_DIV|VECTOR_MAC|VECTOR_MUL,3,6.00,2.00,4.00,1.00,D_DIAG_INV_10|D_INV_MUL_10|D_UPDATE_10
179,10,ldl_noblock,L_UPDATE_10_0,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_10_0_PACK1
180,10,ldl_noblock,L_UPDATE_10_1,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_10_1_PACK1
181,10,ldl_noblock,L_UPDATE_10_2,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_10_2_PACK1
182,10,ldl_noblock,L_UPDATE_10_3,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_10_3_PACK1
183,10,ldl_noblock,L_UPDATE_10_4,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_10_4_PACK1
184,10,ldl_noblock,L_UPDATE_10_5,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_10_5_PACK1
185,10,ldl_noblock,L_UPDATE_10_6,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_10_6_PACK1
186,10,ldl_noblock,L_UPDATE_10_7,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_10_7_PACK1
187,10,ldl_noblock,L_UPDATE_10_8,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_10_8_PACK1
188,10,ldl_noblock,L_UPDATE_10_9,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_10_9_PACK1
189,11,ldl_noblock,BWD_DIAG_11,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_DIAG_ACC_11_0|BWD_DIAG_MUL_11_0
190,11,ldl_noblock,BWD_OFF_11_12,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_11_12_0|BWD_OFF_MUL_11_12_0
191,11,ldl_noblock,BWD_OFF_11_13,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_11_13_0|BWD_OFF_MUL_11_13_0
192,11,ldl_noblock,BWD_OFF_11_14,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_11_14_0|BWD_OFF_MUL_11_14_0
193,11,ldl_noblock,BWD_OFF_11_15,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_11_15_0|BWD_OFF_MUL_11_15_0
194,11,ldl_noblock,D_BLOCK_11,SCALAR_DIV|VECTOR_MAC|VECTOR_MUL,3,6.00,2.00,4.00,1.00,D_DIAG_INV_11|D_INV_MUL_11|D_UPDATE_11
195,11,ldl_noblock,L_UPDATE_11_0,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_11_0_PACK1
196,11,ldl_noblock,L_UPDATE_11_1,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_11_1_PACK1
197,11,ldl_noblock,L_UPDATE_11_10,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_11_10_PACK1
198,11,ldl_noblock,L_UPDATE_11_2,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_11_2_PACK1
199,11,ldl_noblock,L_UPDATE_11_3,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_11_3_PACK1
200,11,ldl_noblock,L_UPDATE_11_4,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_11_4_PACK1
201,11,ldl_noblock,L_UPDATE_11_5,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_11_5_PACK1
202,11,ldl_noblock,L_UPDATE_11_6,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_11_6_PACK1
203,11,ldl_noblock,L_UPDATE_11_7,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_11_7_PACK1
204,11,ldl_noblock,L_UPDATE_11_8,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_11_8_PACK1
205,11,ldl_noblock,L_UPDATE_11_9,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_11_9_PACK1
206,12,ldl_noblock,BWD_DIAG_12,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_DIAG_ACC_12_0|BWD_DIAG_MUL_12_0
207,12,ldl_noblock,BWD_OFF_12_13,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_12_13_0|BWD_OFF_MUL_12_13_0
208,12,ldl_noblock,BWD_OFF_12_14,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_12_14_0|BWD_OFF_MUL_12_14_0
209,12,ldl_noblock,BWD_OFF_12_15,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_12_15_0|BWD_OFF_MUL_12_15_0
210,12,ldl_noblock,D_BLOCK_12,SCALAR_DIV|VECTOR_MAC|VECTOR_MUL,3,6.00,2.00,4.00,1.00,D_DIAG_INV_12|D_INV_MUL_12|D_UPDATE_12
211,12,ldl_noblock,L_UPDATE_12_0,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_12_0_PACK1
212,12,ldl_noblock,L_UPDATE_12_1,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_12_1_PACK1
213,12,ldl_noblock,L_UPDATE_12_10,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_12_10_PACK1
214,12,ldl_noblock,L_UPDATE_12_11,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_12_11_PACK1
215,12,ldl_noblock,L_UPDATE_12_2,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_12_2_PACK1
216,12,ldl_noblock,L_UPDATE_12_3,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_12_3_PACK1
217,12,ldl_noblock,L_UPDATE_12_4,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_12_4_PACK1
218,12,ldl_noblock,L_UPDATE_12_5,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_12_5_PACK1
219,12,ldl_noblock,L_UPDATE_12_6,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_12_6_PACK1
220,12,ldl_noblock,L_UPDATE_12_7,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_12_7_PACK1
221,12,ldl_noblock,L_UPDATE_12_8,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_12_8_PACK1
222,12,ldl_noblock,L_UPDATE_12_9,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_12_9_PACK1
223,13,ldl_noblock,BWD_DIAG_13,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_DIAG_ACC_13_0|BWD_DIAG_MUL_13_0
224,13,ldl_noblock,BWD_OFF_13_14,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_13_14_0|BWD_OFF_MUL_13_14_0
225,13,ldl_noblock,BWD_OFF_13_15,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_13_15_0|BWD_OFF_MUL_13_15_0
226,13,ldl_noblock,D_BLOCK_13,SCALAR_DIV|VECTOR_MAC|VECTOR_MUL,3,6.00,2.00,4.00,1.00,D_DIAG_INV_13|D_INV_MUL_13|D_UPDATE_13
227,13,ldl_noblock,L_UPDATE_13_0,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_13_0_PACK1
228,13,ldl_noblock,L_UPDATE_13_1,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_13_1_PACK1
229,13,ldl_noblock,L_UPDATE_13_10,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_13_10_PACK1
230,13,ldl_noblock,L_UPDATE_13_11,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_13_11_PACK1
231,13,ldl_noblock,L_UPDATE_13_12,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_13_12_PACK1
232,13,ldl_noblock,L_UPDATE_13_2,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_13_2_PACK1
233,13,ldl_noblock,L_UPDATE_13_3,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_13_3_PACK1
234,13,ldl_noblock,L_UPDATE_13_4,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_13_4_PACK1
235,13,ldl_noblock,L_UPDATE_13_5,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_13_5_PACK1
236,13,ldl_noblock,L_UPDATE_13_6,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_13_6_PACK1
237,13,ldl_noblock,L_UPDATE_13_7,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_13_7_PACK1
238,13,ldl_noblock,L_UPDATE_13_8,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_13_8_PACK1
239,13,ldl_noblock,L_UPDATE_13_9,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_13_9_PACK1
240,14,ldl_noblock,BWD_DIAG_14,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_DIAG_ACC_14_0|BWD_DIAG_MUL_14_0
241,14,ldl_noblock,BWD_OFF_14_15,MATMUL|VECTOR_ADD,2,2.00,1.00,1.00,1.00,BWD_OFF_ACC_14_15_0|BWD_OFF_MUL_14_15_0
242,14,ldl_noblock,D_BLOCK_14,SCALAR_DIV|VECTOR_MAC|VECTOR_MUL,3,6.00,2.00,4.00,1.00,D_DIAG_INV_14|D_INV_MUL_14|D_UPDATE_14
243,14,ldl_noblock,L_UPDATE_14_0,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_14_0_PACK1
244,14,ldl_noblock,L_UPDATE_14_1,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_14_1_PACK1
245,14,ldl_noblock,L_UPDATE_14_10,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_14_10_PACK1
246,14,ldl_noblock,L_UPDATE_14_11,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_14_11_PACK1
247,14,ldl_noblock,L_UPDATE_14_12,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_14_12_PACK1
248,14,ldl_noblock,L_UPDATE_14_13,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_14_13_PACK1
249,14,ldl_noblock,L_UPDATE_14_2,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_14_2_PACK1
250,14,ldl_noblock,L_UPDATE_14_3,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_14_3_PACK1
251,14,ldl_noblock,L_UPDATE_14_4,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_14_4_PACK1
252,14,ldl_noblock,L_UPDATE_14_5,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_14_5_PACK1
253,14,ldl_noblock,L_UPDATE_14_6,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_14_6_PACK1
254,14,ldl_noblock,L_UPDATE_14_7,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_14_7_PACK1
255,14,ldl_noblock,L_UPDATE_14_8,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_14_8_PACK1
256,14,ldl_noblock,L_UPDATE_14_9,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_14_9_PACK1
257,15,ldl_noblock,D_BLOCK_15,SCALAR_DIV|VECTOR_MAC|VECTOR_MUL,3,6.00,2.00,4.00,1.00,D_DIAG_INV_15|D_INV_MUL_15|D_UPDATE_15
258,15,ldl_noblock,L_UPDATE_15_0,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_15_0_PACK1
259,15,ldl_noblock,L_UPDATE_15_1,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_15_1_PACK1
260,15,ldl_noblock,L_UPDATE_15_10,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_15_10_PACK1
261,15,ldl_noblock,L_UPDATE_15_11,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_15_11_PACK1
262,15,ldl_noblock,L_UPDATE_15_12,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_15_12_PACK1
263,15,ldl_noblock,L_UPDATE_15_13,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_15_13_PACK1
264,15,ldl_noblock,L_UPDATE_15_14,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_15_14_PACK1
265,15,ldl_noblock,L_UPDATE_15_2,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_15_2_PACK1
266,15,ldl_noblock,L_UPDATE_15_3,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_15_3_PACK1
267,15,ldl_noblock,L_UPDATE_15_4,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_15_4_PACK1
268,15,ldl_noblock,L_UPDATE_15_5,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_15_5_PACK1
269,15,ldl_noblock,L_UPDATE_15_6,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_15_6_PACK1
270,15,ldl_noblock,L_UPDATE_15_7,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_15_7_PACK1
271,15,ldl_noblock,L_UPDATE_15_8,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_15_8_PACK1
272,15,ldl_noblock,L_UPDATE_15_9,MATMUL,1,1.00,1.00,1.00,1.00,L_UPDATE_15_9_PACK1
