step_idx,layer_idx,operator_mode,major_step,event_key,onnx_op,compute_op,formula,formula_dims,compute_cycles,matched_events,matched_units
0,-1,chol_nb,GRAM,GRAM,MatMul,MATMUL,G = H^H @ H,16*64*64*16,35.00,CHOL_NB_GRAM,Core0_Cube|Core10_Cube|Core11_Cube|Core12_Cube|Core13_Cube|Core14_Cube|Core15_Cube|Core16_Cube|Core17_Cube|Core18_Cube|Core19_Cube|Core1_Cube|Core20_Cube|Core21_Cube|Core22_Cube|Core23_Cube|Core2_Cube|Core3_Cube|Core4_Cube|Core5_Cube|Core6_Cube|Core7_Cube|Core8_Cube|Core9_Cube
808,11,chol_nb,RK_UPDATE_A_11_11,RK_UPDATE_11_11_10,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,10}L_{11,10}",1,1.00,CHOL_NB_RK_UPDATE_11_11_10,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
809,11,chol_nb,RK_UPDATE_A_11_11,RK_UPDATE_11_11_2,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,2}L_{11,2}",1,1.00,CHOL_NB_RK_UPDATE_11_11_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
810,11,chol_nb,RK_UPDATE_A_11_11,RK_UPDATE_11_11_3,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,3}L_{11,3}",1,1.00,CHOL_NB_RK_UPDATE_11_11_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
811,11,chol_nb,RK_UPDATE_A_11_11,RK_UPDATE_11_11_4,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,4}L_{11,4}",1,1.00,CHOL_NB_RK_UPDATE_11_11_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
812,11,chol_nb,RK_UPDATE_A_11_11,RK_UPDATE_11_11_5,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,5}L_{11,5}",1,1.00,CHOL_NB_RK_UPDATE_11_11_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
813,11,chol_nb,RK_UPDATE_A_11_11,RK_UPDATE_11_11_6,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,6}L_{11,6}",1,1.00,CHOL_NB_RK_UPDATE_11_11_6,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
814,11,chol_nb,RK_UPDATE_A_11_11,RK_UPDATE_11_11_7,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,7}L_{11,7}",1,1.00,CHOL_NB_RK_UPDATE_11_11_7,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
815,11,chol_nb,RK_UPDATE_A_11_11,RK_UPDATE_11_11_8,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,8}L_{11,8}",1,1.00,CHOL_NB_RK_UPDATE_11_11_8,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
816,11,chol_nb,RK_UPDATE_A_11_11,RK_UPDATE_11_11_9,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,9}L_{11,9}",1,1.00,CHOL_NB_RK_UPDATE_11_11_9,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
817,11,chol_nb,RK_UPDATE_A_11_12,RK_UPDATE_11_12_0,SubMul,VECTOR_MAC,"A_{11,12} = A_{11,12} - L_{11,0}L_{12,0}",1,1.00,CHOL_NB_RK_UPDATE_11_12_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
818,11,chol_nb,RK_UPDATE_A_11_12,RK_UPDATE_11_12_1,SubMul,VECTOR_MAC,"A_{11,12} = A_{11,12} - L_{11,1}L_{12,1}",1,1.00,CHOL_NB_RK_UPDATE_11_12_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
819,11,chol_nb,RK_UPDATE_A_11_12,RK_UPDATE_11_12_10,SubMul,VECTOR_MAC,"A_{11,12} = A_{11,12} - L_{11,10}L_{12,10}",1,1.00,CHOL_NB_RK_UPDATE_11_12_10,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
820,11,chol_nb,RK_UPDATE_A_11_12,RK_UPDATE_11_12_2,SubMul,VECTOR_MAC,"A_{11,12} = A_{11,12} - L_{11,2}L_{12,2}",1,1.00,CHOL_NB_RK_UPDATE_11_12_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
821,11,chol_nb,RK_UPDATE_A_11_12,RK_UPDATE_11_12_3,SubMul,VECTOR_MAC,"A_{11,12} = A_{11,12} - L_{11,3}L_{12,3}",1,1.00,CHOL_NB_RK_UPDATE_11_12_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
822,11,chol_nb,RK_UPDATE_A_11_12,RK_UPDATE_11_12_4,SubMul,VECTOR_MAC,"A_{11,12} = A_{11,12} - L_{11,4}L_{12,4}",1,1.00,CHOL_NB_RK_UPDATE_11_12_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
823,11,chol_nb,RK_UPDATE_A_11_12,RK_UPDATE_11_12_5,SubMul,VECTOR_MAC,"A_{11,12} = A_{11,12} - L_{11,5}L_{12,5}",1,1.00,CHOL_NB_RK_UPDATE_11_12_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
824,11,chol_nb,RK_UPDATE_A_11_12,RK_UPDATE_11_12_6,SubMul,VECTOR_MAC,"A_{11,12} = A_{11,12} - L_{11,6}L_{12,6}",1,1.00,CHOL_NB_RK_UPDATE_11_12_6,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
825,11,chol_nb,RK_UPDATE_A_11_12,RK_UPDATE_11_12_7,SubMul,VECTOR_MAC,"A_{11,12} = A_{11,12} - L_{11,7}L_{12,7}",1,1.00,CHOL_NB_RK_UPDATE_11_12_7,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
826,11,chol_nb,RK_UPDATE_A_11_12,RK_UPDATE_11_12_8,SubMul,VECTOR_MAC,"A_{11,12} = A_{11,12} - L_{11,8}L_{12,8}",1,1.00,CHOL_NB_RK_UPDATE_11_12_8,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
827,11,chol_nb,RK_UPDATE_A_11_12,RK_UPDATE_11_12_9,SubMul,VECTOR_MAC,"A_{11,12} = A_{11,12} - L_{11,9}L_{12,9}",1,1.00,CHOL_NB_RK_UPDATE_11_12_9,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
828,11,chol_nb,RK_UPDATE_A_11_13,RK_UPDATE_11_13_0,SubMul,VECTOR_MAC,"A_{11,13} = A_{11,13} - L_{11,0}L_{13,0}",1,1.00,CHOL_NB_RK_UPDATE_11_13_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
829,11,chol_nb,RK_UPDATE_A_11_13,RK_UPDATE_11_13_1,SubMul,VECTOR_MAC,"A_{11,13} = A_{11,13} - L_{11,1}L_{13,1}",1,1.00,CHOL_NB_RK_UPDATE_11_13_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
830,11,chol_nb,RK_UPDATE_A_11_13,RK_UPDATE_11_13_10,SubMul,VECTOR_MAC,"A_{11,13} = A_{11,13} - L_{11,10}L_{13,10}",1,1.00,CHOL_NB_RK_UPDATE_11_13_10,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
831,11,chol_nb,RK_UPDATE_A_11_13,RK_UPDATE_11_13_2,SubMul,VECTOR_MAC,"A_{11,13} = A_{11,13} - L_{11,2}L_{13,2}",1,1.00,CHOL_NB_RK_UPDATE_11_13_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
832,11,chol_nb,RK_UPDATE_A_11_13,RK_UPDATE_11_13_3,SubMul,VECTOR_MAC,"A_{11,13} = A_{11,13} - L_{11,3}L_{13,3}",1,1.00,CHOL_NB_RK_UPDATE_11_13_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
833,11,chol_nb,RK_UPDATE_A_11_13,RK_UPDATE_11_13_4,SubMul,VECTOR_MAC,"A_{11,13} = A_{11,13} - L_{11,4}L_{13,4}",1,1.00,CHOL_NB_RK_UPDATE_11_13_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
834,11,chol_nb,RK_UPDATE_A_11_13,RK_UPDATE_11_13_5,SubMul,VECTOR_MAC,"A_{11,13} = A_{11,13} - L_{11,5}L_{13,5}",1,1.00,CHOL_NB_RK_UPDATE_11_13_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
835,11,chol_nb,RK_UPDATE_A_11_13,RK_UPDATE_11_13_6,SubMul,VECTOR_MAC,"A_{11,13} = A_{11,13} - L_{11,6}L_{13,6}",1,1.00,CHOL_NB_RK_UPDATE_11_13_6,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
836,11,chol_nb,RK_UPDATE_A_11_13,RK_UPDATE_11_13_7,SubMul,VECTOR_MAC,"A_{11,13} = A_{11,13} - L_{11,7}L_{13,7}",1,1.00,CHOL_NB_RK_UPDATE_11_13_7,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
837,11,chol_nb,RK_UPDATE_A_11_13,RK_UPDATE_11_13_8,SubMul,VECTOR_MAC,"A_{11,13} = A_{11,13} - L_{11,8}L_{13,8}",1,1.00,CHOL_NB_RK_UPDATE_11_13_8,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
838,11,chol_nb,RK_UPDATE_A_11_13,RK_UPDATE_11_13_9,SubMul,VECTOR_MAC,"A_{11,13} = A_{11,13} - L_{11,9}L_{13,9}",1,1.00,CHOL_NB_RK_UPDATE_11_13_9,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
839,11,chol_nb,RK_UPDATE_A_11_14,RK_UPDATE_11_14_0,SubMul,VECTOR_MAC,"A_{11,14} = A_{11,14} - L_{11,0}L_{14,0}",1,1.00,CHOL_NB_RK_UPDATE_11_14_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
840,11,chol_nb,RK_UPDATE_A_11_14,RK_UPDATE_11_14_1,SubMul,VECTOR_MAC,"A_{11,14} = A_{11,14} - L_{11,1}L_{14,1}",1,1.00,CHOL_NB_RK_UPDATE_11_14_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
841,11,chol_nb,RK_UPDATE_A_11_14,RK_UPDATE_11_14_10,SubMul,VECTOR_MAC,"A_{11,14} = A_{11,14} - L_{11,10}L_{14,10}",1,1.00,CHOL_NB_RK_UPDATE_11_14_10,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
842,11,chol_nb,RK_UPDATE_A_11_14,RK_UPDATE_11_14_2,SubMul,VECTOR_MAC,"A_{11,14} = A_{11,14} - L_{11,2}L_{14,2}",1,1.00,CHOL_NB_RK_UPDATE_11_14_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
843,11,chol_nb,RK_UPDATE_A_11_14,RK_UPDATE_11_14_3,SubMul,VECTOR_MAC,"A_{11,14} = A_{11,14} - L_{11,3}L_{14,3}",1,1.00,CHOL_NB_RK_UPDATE_11_14_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
844,11,chol_nb,RK_UPDATE_A_11_14,RK_UPDATE_11_14_4,SubMul,VECTOR_MAC,"A_{11,14} = A_{11,14} - L_{11,4}L_{14,4}",1,1.00,CHOL_NB_RK_UPDATE_11_14_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
845,11,chol_nb,RK_UPDATE_A_11_14,RK_UPDATE_11_14_5,SubMul,VECTOR_MAC,"A_{11,14} = A_{11,14} - L_{11,5}L_{14,5}",1,1.00,CHOL_NB_RK_UPDATE_11_14_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
846,11,chol_nb,RK_UPDATE_A_11_14,RK_UPDATE_11_14_6,SubMul,VECTOR_MAC,"A_{11,14} = A_{11,14} - L_{11,6}L_{14,6}",1,1.00,CHOL_NB_RK_UPDATE_11_14_6,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
847,11,chol_nb,RK_UPDATE_A_11_14,RK_UPDATE_11_14_7,SubMul,VECTOR_MAC,"A_{11,14} = A_{11,14} - L_{11,7}L_{14,7}",1,1.00,CHOL_NB_RK_UPDATE_11_14_7,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
848,11,chol_nb,RK_UPDATE_A_11_14,RK_UPDATE_11_14_8,SubMul,VECTOR_MAC,"A_{11,14} = A_{11,14} - L_{11,8}L_{14,8}",1,1.00,CHOL_NB_RK_UPDATE_11_14_8,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
849,11,chol_nb,RK_UPDATE_A_11_14,RK_UPDATE_11_14_9,SubMul,VECTOR_MAC,"A_{11,14} = A_{11,14} - L_{11,9}L_{14,9}",1,1.00,CHOL_NB_RK_UPDATE_11_14_9,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
850,11,chol_nb,RK_UPDATE_A_11_15,RK_UPDATE_11_15_0,SubMul,VECTOR_MAC,"A_{11,15} = A_{11,15} - L_{11,0}L_{15,0}",1,1.00,CHOL_NB_RK_UPDATE_11_15_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
851,11,chol_nb,RK_UPDATE_A_11_15,RK_UPDATE_11_15_1,SubMul,VECTOR_MAC,"A_{11,15} = A_{11,15} - L_{11,1}L_{15,1}",1,1.00,CHOL_NB_RK_UPDATE_11_15_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
