snr_db,ber_cholesky,ber_ldl,ber_bj_deepunfold,se_cholesky,se_ldl,se_bj_deepunfold,ber_gap_bj_vs_chol,se_gap_bj_vs_chol
0.0,0.2724609375,0.27197265625,0.2724609375,31.504705913648618,31.566913805039913,31.504740892531824,0.0,3.497888320680431e-05
10.0,0.009765625,0.009765625,0.009765625,79.44989134702945,79.52257972058428,79.4500027075687,0.0,0.00011136053925042688
20.0,0.0,0.0,0.0,132.34781571470992,132.26565627189657,132.34769022682673,0.0,-0.00012548788319577397
