snr_db,ber_cholesky,ber_ldl,ber_bj_baseline,ber_bj_npu_opt,se_cholesky,se_ldl,se_bj_baseline,se_bj_npu_opt,ber_gap_npu_vs_base,se_gap_npu_vs_base,time_ms_bj_baseline,time_ms_bj_npu_opt,npu_gemm_calls_per_sample,npu_vector_calls_per_sample
0.0,0.466796875,0.466796875,0.466796875,0.466796875,0.5317022545226823,0.5325979214966363,0.5317019713799562,0.5317019713799565,0.0,2.220446049250313e-16,0.21023128647357225,0.19370921654626727,14.0,36.0
10.0,0.37890625,0.37890625,0.37890625,0.37890625,7.269605405051649,7.294387422258666,7.2696108452225845,7.269610845222587,0.0,2.6645352591003757e-15,0.18644853844307363,0.1903367810882628,14.0,36.0
